Age Group 1,Answer Code,Brand Disposition,Gender,Header,Npd Product Code,NPD Product Code2,Project Code,Project Name,Respondent Number,Response - NET,Response Code,Response Value,Sample Type,SEC Group 1,Submission ID,Variable Name,Weights Random,Weights Random with Booster
7-12 y.o.,BIM.0002-A,I have not tried this brand but I am interested in trying it,Male,Brand Love,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,378,,3,Acceptor,Boosted,D,397977615,Brand Love,,1.554080309
7-12 y.o.,BIM.0002-A,I have not tried this brand but I am interested in trying it,Male,Brand Love,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,379,,3,Acceptor,Boosted,C2,397977526,Brand Love,,0.928926512
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,1,,2,Ever trier of NPD product,Random,D,396980089,Ever Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,1,,3,P4WKs user of NPD product,Random,D,396980089,P4wks Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,1,,1,Aware of NPD product,Random,D,396980089,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,5,,1,Aware of NPD product,Random,D,396980169,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,21,,1,Aware of NPD product,Random,D,397317397,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,29,,2,Ever trier of NPD product,Random,D,397362394,Ever Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,29,,3,P4WKs user of NPD product,Random,D,397362394,P4wks Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,29,,1,Aware of NPD product,Random,D,397362394,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,34,,1,Aware of NPD product,Random,D,397317452,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,38,,1,Aware of NPD product,Random,D,397362593,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,39,,1,Aware of NPD product,Random,D,397332544,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,40,,1,Aware of NPD product,Random,D,397317466,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,41,,1,Aware of NPD product,Random,D,397332557,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,43,,1,Aware of NPD product,Random,D,397317474,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,46,,1,Aware of NPD product,Random,D,397317493,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,48,,1,Aware of NPD product,Random,D,397317519,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,49,,2,Ever trier of NPD product,Random,D,397332590,Ever Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,49,,1,Aware of NPD product,Random,D,397332590,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,50,,1,Aware of NPD product,Random,D,397317534,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,78,,1,Aware of NPD product,Random,D,397351151,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,91,,2,Ever trier of NPD product,Random,D,397378994,Ever Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,91,,1,Aware of NPD product,Random,D,397378994,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,92,,2,Ever trier of NPD product,Random,D,397379014,Ever Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,92,,1,Aware of NPD product,Random,D,397379014,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,101,,2,Ever trier of NPD product,Random,D,397331761,Ever Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,101,,3,P4WKs user of NPD product,Random,D,397331761,P4wks Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,101,,1,Aware of NPD product,Random,D,397331761,Aware Of NPD,1.53959005,1.554080309
13-16 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,104,,1,Aware of NPD product,Random,D,397334860,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,106,,2,Ever trier of NPD product,Random,D,397334888,Ever Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,106,,1,Aware of NPD product,Random,D,397334888,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,108,,2,Ever trier of NPD product,Random,D,397334902,Ever Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,108,,1,Aware of NPD product,Random,D,397334902,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,BUMO Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,109,,4,BUMO user of NPD product,Random,D,397331897,BUMO Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,109,,2,Ever trier of NPD product,Random,D,397331897,Ever Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,109,,3,P4WKs user of NPD product,Random,D,397331897,P4wks Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,109,,1,Aware of NPD product,Random,D,397331897,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,110,,2,Ever trier of NPD product,Random,D,397334921,Ever Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,110,,1,Aware of NPD product,Random,D,397334921,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,112,,2,Ever trier of NPD product,Random,D,397334935,Ever Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,112,,3,P4WKs user of NPD product,Random,D,397334935,P4wks Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,112,,1,Aware of NPD product,Random,D,397334935,Aware Of NPD,1.53959005,1.554080309
20-29 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,113,,2,Ever trier of NPD product,Random,C2,397332006,Ever Of NPD,0.999383015,0.928926512
20-29 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,113,,1,Aware of NPD product,Random,C2,397332006,Aware Of NPD,0.999383015,0.928926512
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,114,,2,Ever trier of NPD product,Random,D,397332668,Ever Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,114,,1,Aware of NPD product,Random,D,397332668,Aware Of NPD,1.53959005,1.554080309
17-19 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,118,,1,Aware of NPD product,Random,D,397330158,Aware Of NPD,1.53959005,1.554080309
20-29 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,120,,1,Aware of NPD product,Random,D,397330189,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,121,,1,Aware of NPD product,Random,D,397330199,Aware Of NPD,1.53959005,1.554080309
20-29 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,122,,1,Aware of NPD product,Random,D,397330209,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,123,,2,Ever trier of NPD product,Random,D,397330218,Ever Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Male,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,123,,3,P4WKs user of NPD product,Random,D,397330218,P4wks Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,123,,1,Aware of NPD product,Random,D,397330218,Aware Of NPD,1.53959005,1.554080309
17-19 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,125,,1,Aware of NPD product,Random,D,397330257,Aware Of NPD,1.53959005,1.554080309
20-29 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,126,,1,Aware of NPD product,Random,D,397330273,Aware Of NPD,1.53959005,1.554080309
30-45 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,130,,2,Ever trier of NPD product,Random,D,397678418,Ever Of NPD,1.53959005,1.554080309
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,130,,1,Aware of NPD product,Random,D,397678418,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,134,,2,Ever trier of NPD product,Random,D,397678693,Ever Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,134,,1,Aware of NPD product,Random,D,397678693,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,136,,1,Aware of NPD product,Random,D,397365515,Aware Of NPD,1.53959005,1.554080309
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,138,,1,Aware of NPD product,Random,D,397365434,Aware Of NPD,1.53959005,1.554080309
13-16 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,159,,1,Aware of NPD product,Random,D,397388915,Aware Of NPD,1.53959005,1.554080309
20-29 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,165,,1,Aware of NPD product,Random,D,397375020,Aware Of NPD,1.53959005,1.554080309
30-45 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,171,,1,Aware of NPD product,Random,C2,397362754,Aware Of NPD,0.999383015,0.928926512
13-16 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,172,,2,Ever trier of NPD product,Random,C2,397362765,Ever Of NPD,0.999383015,0.928926512
13-16 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,172,,1,Aware of NPD product,Random,C2,397362765,Aware Of NPD,0.999383015,0.928926512
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,182,,1,Aware of NPD product,Random,C2,397358722,Aware Of NPD,0.999383015,0.928926512
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,201,,1,Aware of NPD product,Boosted,D,397736600,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,202,,1,Aware of NPD product,Boosted,D,397743642,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,203,,2,Ever trier of NPD product,Boosted,D,397914721,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,203,,3,P4WKs user of NPD product,Boosted,D,397914721,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,203,,1,Aware of NPD product,Boosted,D,397914721,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,204,,2,Ever trier of NPD product,Boosted,D,397736617,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,204,,3,P4WKs user of NPD product,Boosted,D,397736617,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,204,,1,Aware of NPD product,Boosted,D,397736617,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,205,,1,Aware of NPD product,Boosted,D,397743664,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,206,,2,Ever trier of NPD product,Boosted,D,397914723,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,206,,1,Aware of NPD product,Boosted,D,397914723,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,207,,2,Ever trier of NPD product,Boosted,C2,397736636,Ever Of NPD,,0.532455942
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,207,,3,P4WKs user of NPD product,Boosted,C2,397736636,P4wks Of NPD,,0.532455942
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,207,,1,Aware of NPD product,Boosted,C2,397736636,Aware Of NPD,,0.532455942
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,208,,1,Aware of NPD product,Boosted,D,397743685,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,209,,2,Ever trier of NPD product,Boosted,D,397914725,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,209,,3,P4WKs user of NPD product,Boosted,D,397914725,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,209,,1,Aware of NPD product,Boosted,D,397914725,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,210,,1,Aware of NPD product,Boosted,D,397736649,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,211,,2,Ever trier of NPD product,Boosted,D,397987527,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,211,,3,P4WKs user of NPD product,Boosted,D,397987527,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,211,,1,Aware of NPD product,Boosted,D,397987527,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,212,,2,Ever trier of NPD product,Boosted,D,397960902,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,212,,3,P4WKs user of NPD product,Boosted,D,397960902,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,212,,1,Aware of NPD product,Boosted,D,397960902,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,213,,2,Ever trier of NPD product,Boosted,D,397987540,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,213,,3,P4WKs user of NPD product,Boosted,D,397987540,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,213,,1,Aware of NPD product,Boosted,D,397987540,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,214,,2,Ever trier of NPD product,Boosted,D,397960921,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,214,,3,P4WKs user of NPD product,Boosted,D,397960921,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,214,,1,Aware of NPD product,Boosted,D,397960921,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,215,,2,Ever trier of NPD product,Boosted,D,397987763,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,215,,3,P4WKs user of NPD product,Boosted,D,397987763,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,215,,1,Aware of NPD product,Boosted,D,397987763,Aware Of NPD,,0.395278648
17-19 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,254,,1,Aware of NPD product,Boosted,C1,397920027,Aware Of NPD,,1.847875669
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,255,,2,Ever trier of NPD product,Boosted,C2,397942973,Ever Of NPD,,0.532455942
7-12 y.o.,CON.0001,,Male,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,255,,3,P4WKs user of NPD product,Boosted,C2,397942973,P4wks Of NPD,,0.532455942
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,255,,1,Aware of NPD product,Boosted,C2,397942973,Aware Of NPD,,0.532455942
13-16 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,256,,2,Ever trier of NPD product,Boosted,D,397919316,Ever Of NPD,,0.395278648
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,256,,1,Aware of NPD product,Boosted,D,397919316,Aware Of NPD,,0.395278648
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,257,,1,Aware of NPD product,Boosted,C2,397923917,Aware Of NPD,,0.532455942
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,258,,2,Ever trier of NPD product,Boosted,D,397943251,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,258,,3,P4WKs user of NPD product,Boosted,D,397943251,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,258,,1,Aware of NPD product,Boosted,D,397943251,Aware Of NPD,,0.395278648
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,259,,1,Aware of NPD product,Boosted,C1,397919997,Aware Of NPD,,1.847875669
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,260,,2,Ever trier of NPD product,Boosted,D,397943564,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,260,,3,P4WKs user of NPD product,Boosted,D,397943564,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,260,,1,Aware of NPD product,Boosted,D,397943564,Aware Of NPD,,0.395278648
30-45 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,261,,2,Ever trier of NPD product,Boosted,D,397919321,Ever Of NPD,,0.395278648
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,261,,1,Aware of NPD product,Boosted,D,397919321,Aware Of NPD,,0.395278648
17-19 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,262,,1,Aware of NPD product,Boosted,AB,397919987,Aware Of NPD,,0
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,263,,2,Ever trier of NPD product,Boosted,D,397943971,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,263,,3,P4WKs user of NPD product,Boosted,D,397943971,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,263,,1,Aware of NPD product,Boosted,D,397943971,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,264,,2,Ever trier of NPD product,Boosted,D,397919326,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,264,,1,Aware of NPD product,Boosted,D,397919326,Aware Of NPD,,0.395278648
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,265,,1,Aware of NPD product,Boosted,C1,397919947,Aware Of NPD,,1.847875669
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,266,,2,Ever trier of NPD product,Boosted,D,397945532,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,266,,3,P4WKs user of NPD product,Boosted,D,397945532,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,266,,1,Aware of NPD product,Boosted,D,397945532,Aware Of NPD,,0.395278648
30-45 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,267,,2,Ever trier of NPD product,Boosted,D,397919332,Ever Of NPD,,0.395278648
30-45 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,267,,3,P4WKs user of NPD product,Boosted,D,397919332,P4wks Of NPD,,0.395278648
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,267,,1,Aware of NPD product,Boosted,D,397919332,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,268,,2,Ever trier of NPD product,Boosted,D,397919337,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,268,,3,P4WKs user of NPD product,Boosted,D,397919337,P4wks Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,268,,1,Aware of NPD product,Boosted,D,397919337,Aware Of NPD,,0.395278648
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,269,,1,Aware of NPD product,Boosted,D,397988924,Aware Of NPD,,0.395278648
